period,oversold,overbought,aggression_factor,low_buy,high_sell,buy_amount,pnl,runtime
70,31,70,0.4,15,85,5,-2994.0,9.74586820602417
55,29,66,0.4,15,80,12,9105.0,9.823530912399292
40,38,75,0.2,10,75,15,-5238.0,9.88360595703125
65,29,74,0.4,20,80,2,5160.0,9.822119951248169
50,34,75,0.4,15,80,8,1174.0,9.977400064468384
45,26,68,0.4,10,75,17,9356.0,10.024877071380615
55,38,65,0.30000000000000004,15,80,5,20464.0,10.177731037139893
70,40,70,0.5,10,90,13,-3220.0,10.199572086334229
60,35,73,0.1,15,75,3,-734.0,9.718188762664795
35,33,68,0.30000000000000004,20,85,15,12984.0,9.862551212310791
40,26,69,0.2,10,90,19,4104.0,9.848764181137085
70,39,71,0.1,10,80,9,-5486.0,9.938009977340698
60,39,70,0.2,20,75,15,2709.0,9.832226037979126
45,40,64,0.4,10,75,14,-8238.0,9.906454801559448
35,39,70,0.4,10,80,11,-5622.0,9.8314049243927
35,30,72,0.30000000000000004,15,80,14,10564.0,9.275595903396606
35,26,74,0.30000000000000004,20,90,15,-17.0,9.213546991348267
50,39,63,0.2,20,90,11,7052.0,8.734898090362549
30,30,74,0.6000000000000001,15,90,18,8843.0,8.743038177490234
40,30,72,0.4,20,75,14,3352.0,8.729259729385376
60,26,72,0.30000000000000004,15,90,17,11236.0,8.377092838287354
70,34,60,0.4,20,90,10,31594.0,8.672754287719727
40,35,69,0.6000000000000001,20,80,18,11362.0,8.648842096328735
60,34,67,0.5,20,85,16,16546.0,8.684356212615967
70,33,73,0.2,15,85,11,-4245.0,8.90159273147583
65,39,68,0.5,15,80,5,4455.0,8.970535039901733
55,37,62,0.5,15,85,9,30421.0,9.563045024871826
70,30,74,0.6000000000000001,15,75,18,-698.0,9.506002187728882
40,33,65,0.6000000000000001,10,75,6,15932.0,9.726908922195435
55,25,71,0.5,10,75,19,4438.0,9.604931116104126
50,29,70,0.30000000000000004,10,85,8,10961.0,9.821138858795166
65,37,67,0.6000000000000001,15,80,15,11185.0,9.808886051177979
70,38,67,0.1,10,90,2,1117.0,9.788588762283325
45,38,68,0.1,10,80,7,5824.0,9.362605094909668
70,26,60,0.1,10,80,18,13974.0,9.349477052688599
70,35,71,0.1,10,90,2,-2836.0,8.563414096832275
30,37,65,0.6000000000000001,10,80,18,-14889.0,8.619795083999634
40,30,64,0.6000000000000001,10,80,11,19007.0,8.586622953414917
30,34,68,0.2,20,85,2,4926.0,8.768172979354858
55,30,71,0.1,20,80,6,-5450.0,8.739048957824707
30,40,75,0.1,20,90,3,-6049.0,8.768628120422363
70,30,72,0.4,20,80,3,1006.0,8.771063089370728
50,35,69,0.6000000000000001,10,80,12,12492.0,8.953688621520996
45,29,65,0.5,15,75,19,20772.0,9.148295879364014
40,34,75,0.4,20,80,4,-1604.0,9.326000213623047
50,35,61,0.4,10,75,19,24408.0,9.273212909698486
50,27,60,0.1,15,85,9,17624.0,9.382484912872314
70,35,63,0.6000000000000001,10,85,13,20104.0,9.399444341659546
65,25,61,0.4,10,80,2,11064.0,9.443114995956421
70,33,71,0.6000000000000001,15,90,17,-5315.0,9.396824836730957
35,36,62,0.2,10,90,2,2641.0,9.503504991531372
30,31,72,0.5,20,80,13,12874.0,9.423553943634033
55,26,61,0.5,20,90,10,13653.0,9.410260915756226
60,29,60,0.4,20,80,18,17854.0,9.23449182510376
30,28,69,0.4,20,75,7,16596.0,9.338657140731812
45,38,70,0.30000000000000004,10,90,17,3920.0,9.151293277740479
30,32,67,0.2,15,90,9,5932.0,9.003619909286499
65,25,63,0.30000000000000004,20,80,9,9026.0,9.175475835800171
35,29,74,0.4,15,80,13,-666.0,8.868425846099854
40,25,63,0.1,15,85,11,17204.0,8.976125955581665
45,32,75,0.30000000000000004,20,75,8,907.0,8.512311935424805
70,37,73,0.1,20,90,13,-4861.0,8.522693157196045
60,36,67,0.30000000000000004,15,85,3,15107.0,8.363435983657837
35,32,63,0.30000000000000004,15,80,15,19504.0,8.385817050933838
55,25,60,0.2,15,80,10,10816.0,8.404726028442383
65,28,63,0.5,10,90,9,12628.0,8.28110408782959
40,36,60,0.1,20,90,14,-1916.0,8.534729957580566
35,32,66,0.30000000000000004,10,90,10,17958.0,8.372925043106079
70,37,75,0.1,15,75,4,-3886.0,8.283535242080688
50,37,67,0.5,20,80,5,13867.0,8.548585891723633
60,31,73,0.1,15,80,14,-3206.0,8.550370216369629
50,33,60,0.6000000000000001,15,85,16,26189.0,8.811029195785522
45,36,62,0.6000000000000001,10,75,8,10758.0,8.905707120895386
70,27,70,0.6000000000000001,10,75,8,8087.0,9.081495761871338
55,34,74,0.30000000000000004,10,80,6,2302.0,9.016355752944946
50,33,66,0.2,20,90,9,15458.0,9.150569200515747
35,25,68,0.4,15,85,17,14484.0,9.311580896377563
45,38,72,0.1,10,90,15,-70.0,9.331703901290894
70,37,65,0.6000000000000001,20,90,12,13302.0,9.854790925979614
30,33,66,0.4,10,90,8,2957.0,10.000174045562744
70,38,75,0.4,15,80,16,-5924.0,9.890513181686401
30,26,63,0.4,10,85,19,17384.0,9.93871808052063
65,39,69,0.5,10,80,9,2255.0,9.677556991577148
60,27,63,0.1,10,90,12,12974.0,9.570945978164673
40,26,73,0.2,20,80,6,-4155.0,9.482653856277466
45,35,64,0.2,15,85,3,12720.0,9.512857913970947
35,26,75,0.30000000000000004,20,85,14,-5848.0,9.513523817062378
60,28,63,0.4,10,75,8,13748.0,9.320767879486084
70,25,63,0.4,10,75,5,8067.0,9.326136112213135
45,31,63,0.1,15,85,15,15870.0,9.15446400642395
45,39,62,0.1,15,80,19,-6842.0,9.169003009796143
35,28,75,0.30000000000000004,20,90,15,-10665.0,9.277352809906006
35,38,62,0.6000000000000001,20,75,12,-14768.0,9.403343677520752
65,30,66,0.5,10,75,15,13830.0,9.266680002212524
55,37,62,0.4,10,75,16,31801.0,9.32515025138855
50,40,74,0.2,20,80,4,-3050.0,9.17444920539856
50,29,71,0.2,20,80,8,7400.0,9.062488079071045
50,30,61,0.1,20,80,15,31842.0,9.125080108642578
55,37,63,0.30000000000000004,20,80,18,29777.0,9.11573314666748
40,40,64,0.30000000000000004,10,85,4,-13130.0,9.18389105796814
40,27,70,0.1,20,90,2,-3279.0,8.937504053115845
50,39,60,0.6000000000000001,20,85,2,8019.0,8.952267169952393
40,27,68,0.2,20,75,10,11254.0,8.86573600769043
30,28,60,0.5,10,75,9,8619.0,8.757581949234009
60,27,67,0.6000000000000001,10,75,6,13873.0,8.86552619934082
40,37,75,0.6000000000000001,20,80,9,-3850.0,8.790874719619751
65,38,62,0.6000000000000001,20,80,13,30399.0,8.735218048095703
30,31,68,0.5,10,90,19,9514.0,8.68244194984436
70,26,68,0.4,20,75,10,9648.0,8.712807178497314
50,35,75,0.4,10,80,19,707.0,8.773980855941772
55,30,74,0.30000000000000004,15,75,2,-5931.0,8.79769515991211
70,38,60,0.30000000000000004,10,80,12,32000.0,8.880738019943237
50,36,71,0.2,20,90,7,4960.0,8.903119087219238
30,32,71,0.6000000000000001,10,80,17,8958.0,9.038885831832886
60,29,65,0.30000000000000004,20,80,2,13867.0,9.773982048034668
60,25,72,0.1,10,85,19,8400.0,9.50881314277649
35,37,67,0.4,20,85,5,-391.0,9.830345153808594
35,29,63,0.2,15,75,2,24349.0,9.990538120269775
35,33,67,0.5,10,85,17,12906.0,10.233694076538086
50,37,60,0.2,10,85,9,22444.0,10.37276005744934
60,39,63,0.5,20,90,3,19995.0,10.590564966201782
45,29,61,0.4,20,90,19,27685.0,10.768408060073853
45,30,66,0.6000000000000001,10,80,10,11710.0,10.91723895072937
65,29,64,0.6000000000000001,15,90,9,11112.0,11.579545021057129
50,40,73,0.1,15,90,9,-3336.0,11.710397005081177
60,28,72,0.4,10,90,11,2625.0,12.237592935562134
65,40,65,0.30000000000000004,20,75,18,14004.0,12.19308614730835
55,25,66,0.5,10,85,2,7367.0,12.39676809310913
55,35,61,0.1,20,75,15,38944.0,12.432039260864258
30,35,73,0.4,10,85,16,3902.0,12.268866062164307
30,30,67,0.5,20,80,10,11147.0,12.143603086471558
70,28,67,0.5,10,90,14,8003.0,12.128347873687744
50,29,62,0.4,10,80,7,28104.0,11.191509008407593
70,37,67,0.5,20,75,2,-2795.0,11.517417907714844
55,39,64,0.6000000000000001,10,80,2,15359.0,10.640606164932251
70,39,64,0.4,10,85,5,19279.0,10.900420188903809
60,33,60,0.4,20,85,4,37684.0,10.191827774047852
65,35,66,0.5,10,80,9,16860.0,10.10737681388855
30,38,66,0.30000000000000004,15,90,15,-17388.0,10.223832130432129
30,27,66,0.5,20,75,11,18132.0,10.064916133880615
50,38,63,0.30000000000000004,10,90,12,9958.0,10.207175970077515
55,31,71,0.5,15,85,9,-2772.0,9.887825965881348
35,36,64,0.5,10,85,3,-1699.0,10.302018880844116
30,30,71,0.5,15,90,14,11422.0,10.007263898849487
70,35,69,0.6000000000000001,15,90,16,638.0,10.139341831207275
60,33,60,0.30000000000000004,10,90,5,37878.0,10.142496109008789
30,30,73,0.4,20,90,8,16616.0,10.034482955932617
35,30,66,0.5,10,80,14,21989.0,9.779765129089355
40,25,62,0.2,20,80,3,17608.0,10.109651803970337
50,40,69,0.4,10,75,5,4196.0,10.11345362663269
45,36,68,0.2,20,90,16,9248.0,9.769334077835083
70,40,72,0.30000000000000004,15,90,11,-6568.0,9.793389797210693
35,30,64,0.1,15,75,2,23194.0,9.617518186569214
65,28,69,0.4,15,90,4,8626.0,9.855639934539795
55,37,62,0.6000000000000001,15,90,14,31546.0,9.744995832443237
50,25,66,0.1,20,90,5,10186.0,9.701949834823608
30,32,62,0.2,10,90,4,387.0,9.457739114761353
35,32,73,0.5,10,85,13,11233.0,9.979375839233398
70,25,68,0.1,15,85,15,4726.0,9.559927940368652
45,26,73,0.1,15,90,12,4607.0,9.799072027206421
65,37,70,0.6000000000000001,15,90,11,519.0,9.683296918869019
70,35,65,0.6000000000000001,10,85,8,15788.0,9.839776754379272
40,34,63,0.4,10,75,4,9590.0,9.697131872177124
35,35,64,0.6000000000000001,20,75,15,4915.0,9.693734884262085
30,34,68,0.4,20,75,3,1586.0,9.94392204284668
55,37,72,0.4,15,85,13,663.0,9.76356816291809
35,31,68,0.1,15,90,14,19339.0,9.617959976196289
50,32,75,0.30000000000000004,15,80,9,3756.0,9.677772998809814
60,38,74,0.2,20,75,9,-2816.0,9.693087100982666
50,33,72,0.30000000000000004,20,85,16,6442.0,9.828001022338867
45,29,61,0.2,20,80,19,27242.0,9.817365884780884
40,38,74,0.6000000000000001,20,80,11,-6193.0,9.895703792572021
60,39,70,0.5,20,85,16,2299.0,9.709455013275146
65,32,67,0.4,20,90,12,2083.0,9.833516836166382
30,40,64,0.2,15,85,9,-33474.0,9.739532947540283
40,32,75,0.5,15,75,9,-1145.0,9.453636884689331
65,39,64,0.4,15,75,13,18930.0,9.673383712768555
55,32,74,0.1,10,75,19,-120.0,9.315873146057129
30,27,69,0.30000000000000004,10,75,7,19200.0,9.279327869415283
70,38,68,0.2,10,80,7,2268.0,9.025854110717773
60,25,73,0.30000000000000004,20,80,12,9280.0,8.876421213150024
50,35,67,0.5,15,90,16,16624.0,9.070749998092651
40,34,64,0.4,15,85,8,11071.0,9.15237307548523
70,39,70,0.2,15,90,17,-2771.0,9.359555959701538
30,40,72,0.4,20,75,13,-10302.0,9.181831121444702
60,27,63,0.1,15,80,18,13182.0,9.187484979629517
65,26,65,0.4,20,80,5,9447.0,11.0933518409729
60,35,63,0.5,15,75,9,32572.0,11.38855504989624
70,31,71,0.2,10,90,5,-1972.0,12.094236135482788
50,39,74,0.30000000000000004,20,90,18,-3497.0,12.470582008361816
40,27,65,0.6000000000000001,10,75,5,24194.0,12.4237961769104
65,33,74,0.2,10,90,5,-2477.0,12.47267460823059
60,29,74,0.30000000000000004,20,80,3,1620.0,12.2640221118927
30,39,60,0.6000000000000001,20,90,16,-40662.0,12.400315046310425
45,27,72,0.6000000000000001,15,75,19,2824.0,12.357600927352905
65,25,62,0.30000000000000004,15,75,19,9973.0,11.327744007110596
45,25,69,0.1,20,85,3,7483.0,11.033677101135254
55,29,62,0.30000000000000004,20,80,14,23788.0,11.34985089302063
55,34,72,0.30000000000000004,15,85,18,3601.0,11.3856520652771
45,25,72,0.2,10,75,8,5619.0,11.478583097457886
35,30,71,0.5,10,90,7,13007.0,11.61103081703186
70,25,63,0.30000000000000004,15,75,12,8000.0,11.837485074996948
55,29,68,0.6000000000000001,20,75,8,2343.0,11.815796136856079
50,28,69,0.30000000000000004,20,80,13,10806.0,11.873944997787476
60,31,71,0.6000000000000001,10,75,8,-5640.0,12.896453857421875
55,40,63,0.1,10,85,8,11885.0,12.925325870513916
30,29,73,0.2,15,75,8,20457.0,12.951581954956055
60,27,71,0.1,15,80,16,5832.0,12.67521595954895
60,40,62,0.6000000000000001,10,85,6,17367.0,12.623655080795288
60,29,70,0.6000000000000001,10,90,17,-424.0,12.592232942581177
50,26,72,0.2,20,80,8,-382.0,12.418743133544922
30,30,62,0.2,15,85,17,5564.0,12.42881178855896
30,28,72,0.2,15,75,9,17342.0,12.833923101425171
70,27,73,0.1,10,75,6,3518.0,11.747915029525757
40,26,66,0.1,10,90,10,18816.0,11.985174179077148
70,33,63,0.30000000000000004,20,85,19,11216.0,11.728277921676636
60,32,70,0.5,20,85,3,-1242.0,11.599994897842407
65,38,64,0.1,20,75,5,23372.0,11.800848960876465
65,35,63,0.6000000000000001,20,75,13,28495.0,11.765070915222168
50,26,60,0.30000000000000004,20,80,5,15732.0,11.642584085464478
55,36,60,0.5,15,85,12,40233.0,11.650984048843384
50,25,64,0.4,20,90,13,12253.0,11.64692211151123
65,34,72,0.6000000000000001,15,75,11,-2744.0,11.607076168060303
60,34,61,0.6000000000000001,10,75,2,39206.0,11.461563110351562
65,25,74,0.5,10,90,16,6288.0,11.516249179840088
30,27,75,0.4,20,85,3,8038.0,11.68218994140625
50,28,62,0.4,10,80,8,22568.0,11.348325967788696
70,35,71,0.6000000000000001,10,75,6,-3662.0,11.62267804145813
55,40,63,0.2,15,90,9,9406.0,11.632080078125
65,32,67,0.30000000000000004,15,80,15,2466.0,11.666202068328857
60,33,72,0.6000000000000001,10,75,6,1341.0,11.56824803352356
60,32,63,0.6000000000000001,20,90,17,27204.0,11.90959906578064
60,32,66,0.30000000000000004,20,85,12,15803.0,11.89994502067566
40,25,63,0.6000000000000001,10,90,2,17590.0,11.72576904296875
35,34,63,0.6000000000000001,20,75,7,9194.0,11.966407060623169
60,33,70,0.4,10,85,2,3797.0,11.978746891021729
50,36,71,0.30000000000000004,15,85,16,4254.0,11.952593803405762
35,38,66,0.5,20,75,12,-8719.0,12.06372594833374
55,38,67,0.5,15,85,9,13448.0,11.84756088256836
30,36,74,0.2,20,80,7,-1472.0,12.083997011184692
70,27,75,0.5,10,90,9,5065.0,12.343698978424072
70,31,74,0.5,15,90,11,-2981.0,12.567832708358765
65,25,74,0.30000000000000004,20,75,5,6378.0,12.819812297821045
65,28,66,0.6000000000000001,15,85,7,12467.0,13.111480236053467
35,30,71,0.6000000000000001,20,85,8,11988.0,12.975543022155762
35,37,64,0.2,15,85,5,-6486.0,12.8868567943573
70,26,64,0.30000000000000004,20,75,4,13038.0,13.184241771697998
45,28,72,0.5,15,75,12,5633.0,13.322718858718872
70,38,72,0.1,20,80,15,-4557.0,13.185417890548706
60,39,60,0.4,10,75,10,22451.0,12.903045892715454
30,33,61,0.1,15,75,10,-2436.0,12.934165000915527
50,35,65,0.30000000000000004,20,80,8,26304.0,12.995535135269165
30,25,61,0.6000000000000001,10,90,13,17374.0,12.970131158828735
60,36,66,0.6000000000000001,10,90,16,19799.0,13.08027696609497
55,39,65,0.2,20,80,14,17994.0,13.048002004623413
45,27,68,0.5,15,80,7,11744.0,12.669973134994507
60,34,70,0.5,20,80,8,4606.0,12.78968596458435
55,27,75,0.6000000000000001,10,90,4,2526.0,12.858431100845337
65,36,64,0.4,10,90,7,24257.0,12.15241527557373
70,26,74,0.5,15,75,12,5378.0,11.903075695037842
65,40,75,0.5,20,75,10,-6089.0,11.465336084365845
55,29,60,0.1,20,85,19,24678.0,11.134239912033081
30,40,65,0.6000000000000001,20,90,15,-27407.0,11.232415914535522
60,40,73,0.5,15,85,18,-3139.0,11.235198020935059
35,29,63,0.5,20,85,2,23695.0,11.17025876045227
65,40,66,0.2,10,75,4,8140.0,11.277804136276245
45,31,63,0.30000000000000004,20,90,12,16392.0,11.19070291519165
50,30,60,0.1,10,80,18,31818.0,11.457062005996704
65,40,73,0.30000000000000004,20,90,15,-4713.0,11.405452966690063
65,33,64,0.4,20,80,17,17642.0,11.600898742675781
70,39,70,0.30000000000000004,20,85,17,-2419.0,11.530024290084839
50,29,71,0.1,15,75,16,8226.0,11.344331979751587
70,39,64,0.2,20,90,4,19039.0,11.350486040115356
35,32,70,0.5,15,85,17,14138.0,11.31520414352417
30,40,62,0.30000000000000004,10,90,8,-45268.0,11.317362785339355
40,40,68,0.1,20,75,15,-834.0,11.562870025634766
50,40,74,0.4,10,75,17,-3934.0,10.627656936645508
50,28,75,0.6000000000000001,15,80,13,-1439.0,10.49445104598999
65,38,61,0.30000000000000004,15,80,12,30278.0,9.87391996383667
35,26,64,0.1,10,90,17,21088.0,9.911253213882446
65,36,71,0.4,15,80,6,-283.0,9.927327156066895
65,33,66,0.2,20,75,10,12986.0,9.96748399734497
45,25,64,0.5,20,80,8,12070.0,9.790162086486816
45,35,69,0.5,10,75,17,8454.0,9.7635338306427
45,25,60,0.2,20,75,14,15287.0,9.678408861160278
30,32,73,0.5,15,75,3,12105.0,9.663805723190308
45,34,61,0.6000000000000001,15,85,6,17816.0,9.735934257507324
60,28,73,0.4,15,75,19,3654.0,9.930130958557129
35,34,68,0.30000000000000004,10,80,14,11064.0,10.05485200881958
30,26,74,0.1,15,85,15,13831.0,9.913413047790527
35,26,67,0.6000000000000001,15,80,8,22594.0,10.021929025650024
50,30,61,0.30000000000000004,10,90,17,30487.0,9.992566585540771
30,29,64,0.4,15,90,3,12954.0,10.004549264907837
35,30,61,0.4,20,75,9,14053.0,9.895509958267212
65,29,73,0.4,10,80,19,5570.0,9.903099060058594
45,40,64,0.30000000000000004,15,75,19,-8438.0,10.090255975723267
60,30,66,0.2,15,80,10,11720.0,9.922223806381226
70,36,71,0.6000000000000001,15,75,6,-5189.0,10.229665040969849
55,26,64,0.30000000000000004,20,75,13,12761.0,10.307651042938232
35,34,65,0.1,15,75,5,12166.0,10.263862133026123
40,28,70,0.1,10,80,17,8422.0,10.239631175994873
65,34,68,0.4,20,80,4,526.0,10.508692979812622
65,30,74,0.2,10,75,13,-2920.0,10.312978744506836
30,37,62,0.6000000000000001,10,85,7,-24800.0,10.460990190505981
35,36,68,0.2,10,90,9,7260.0,10.601254224777222
30,30,75,0.4,15,75,2,6139.0,10.481204986572266
60,39,71,0.5,20,85,11,-910.0,10.379501104354858
50,25,65,0.6000000000000001,20,75,2,12191.0,10.455476999282837
40,25,60,0.6000000000000001,20,85,16,17394.0,10.278823852539062
30,34,74,0.2,15,80,5,2920.0,10.150275945663452
35,26,70,0.1,15,90,3,6656.0,10.049317836761475
70,25,67,0.2,15,75,5,4392.0,10.392729043960571
65,25,69,0.6000000000000001,20,85,8,5948.0,10.279484987258911
60,33,62,0.4,15,85,4,36117.0,10.408135175704956
60,36,70,0.6000000000000001,15,80,2,4181.0,9.88435983657837
60,25,74,0.4,15,90,3,10342.0,10.308856010437012
30,34,69,0.6000000000000001,10,85,2,2132.0,10.21694016456604
35,26,65,0.6000000000000001,10,75,18,20750.0,10.319966077804565
60,30,74,0.6000000000000001,15,80,4,-1928.0,10.19962215423584
65,38,64,0.5,15,75,18,23220.0,10.476819038391113
70,40,67,0.30000000000000004,15,75,9,1537.0,10.246876955032349
35,36,65,0.1,15,85,14,2542.0,10.68628978729248
60,32,70,0.30000000000000004,20,90,10,-1256.0,10.986114978790283
35,32,71,0.1,20,85,7,14035.0,10.753620147705078
65,34,61,0.30000000000000004,20,85,14,33932.0,10.969202995300293
50,28,68,0.30000000000000004,10,75,3,11904.0,10.792802095413208
60,26,73,0.4,15,75,7,13034.0,10.848355054855347
55,36,61,0.1,20,75,14,36212.0,11.08731484413147
50,38,71,0.6000000000000001,20,90,17,4254.0,11.01610517501831
40,31,67,0.6000000000000001,10,85,12,12436.0,11.023871183395386
50,27,63,0.30000000000000004,10,90,19,17776.0,10.928368091583252
60,27,69,0.6000000000000001,20,80,2,8030.0,10.848756313323975
45,40,73,0.1,10,80,2,-1795.0,10.721813917160034
30,37,61,0.1,10,80,6,-18560.0,10.64830207824707
35,29,69,0.6000000000000001,20,90,2,17337.0,10.579721927642822
70,40,66,0.6000000000000001,20,85,18,5179.0,10.429247856140137
55,25,60,0.6000000000000001,20,90,7,10801.0,10.529984951019287
50,33,69,0.4,15,75,17,9123.0,10.748508930206299
45,35,69,0.5,15,80,6,10991.0,10.69867205619812
30,34,74,0.1,10,75,16,504.0,10.983158111572266
65,33,66,0.6000000000000001,20,75,11,11484.0,11.114975929260254
45,26,64,0.2,10,90,7,15663.0,11.171481132507324
55,30,62,0.4,20,80,8,29842.0,11.347065210342407
65,27,61,0.2,20,80,17,13497.0,11.292474269866943
70,38,65,0.5,20,75,7,18212.0,11.54711103439331
45,25,75,0.2,15,80,14,3485.0,11.381778001785278
35,30,66,0.1,20,90,5,23115.0,11.905329704284668
30,33,67,0.4,15,75,15,4426.0,11.79483699798584
50,32,70,0.4,20,75,17,9612.0,11.120482206344604
70,26,63,0.5,20,85,4,12129.0,11.302063226699829
30,35,60,0.1,20,80,3,-9312.0,11.10249400138855
35,39,62,0.6000000000000001,10,80,11,-20708.0,11.208631038665771
65,35,67,0.6000000000000001,10,90,15,10777.0,10.804309129714966
65,29,74,0.6000000000000001,10,80,18,5512.0,10.368011951446533
50,30,71,0.6000000000000001,20,75,12,10846.0,10.596391916275024
35,26,62,0.2,10,80,12,20206.0,10.534927129745483
55,26,70,0.6000000000000001,15,75,9,8497.0,10.630161762237549
50,29,72,0.6000000000000001,20,85,3,2740.0,10.594198942184448
70,35,67,0.1,15,85,10,1237.0,10.762133121490479
55,32,73,0.30000000000000004,20,80,16,1519.0,10.771547079086304
60,26,68,0.30000000000000004,20,80,18,11966.0,10.78346586227417
55,30,74,0.2,15,80,11,-5355.0,10.722105979919434
65,32,62,0.2,10,90,17,22430.0,10.836920976638794
50,39,70,0.30000000000000004,10,80,9,4802.0,10.661696910858154
40,30,64,0.4,15,90,17,19032.0,10.736892223358154
40,36,72,0.30000000000000004,15,75,15,3712.0,10.64300537109375
40,28,65,0.5,20,75,2,25026.0,11.178140878677368
50,39,67,0.30000000000000004,15,75,17,6626.0,11.262907981872559
60,25,72,0.1,20,85,19,6960.0,11.51695990562439
50,36,75,0.30000000000000004,15,75,4,-976.0,13.603572845458984
50,30,62,0.1,10,85,16,30990.0,13.457251071929932
30,31,67,0.4,10,85,18,9271.0,13.534389972686768
55,39,62,0.4,15,85,19,21131.0,13.674790859222412
65,31,61,0.30000000000000004,10,80,6,22568.0,13.861096858978271
35,35,74,0.30000000000000004,15,85,7,-654.0,14.396561861038208
40,40,67,0.30000000000000004,15,90,10,-4137.0,15.258458137512207
70,40,75,0.2,10,75,4,-7416.0,15.75736379623413
50,35,71,0.2,10,90,10,6342.0,14.702620029449463
45,25,69,0.2,20,85,17,9092.0,13.17485499382019
45,40,64,0.30000000000000004,20,75,8,-10224.0,13.69885802268982
45,32,65,0.5,20,90,4,18127.0,13.607808828353882
35,28,62,0.1,10,75,11,23953.0,13.506705045700073
30,33,68,0.6000000000000001,15,75,4,5868.0,13.503563165664673
30,39,74,0.30000000000000004,20,85,17,-6556.0,12.920972108840942
55,26,73,0.4,15,80,3,9347.0,12.673933029174805
70,39,72,0.6000000000000001,20,85,6,-6152.0,12.682103872299194
45,28,60,0.5,10,90,7,21892.0,12.54616403579712
35,25,60,0.5,20,80,8,17882.0,12.862969636917114
70,37,61,0.30000000000000004,20,90,8,27164.0,12.98111891746521
35,27,68,0.5,20,90,10,19144.0,13.041990995407104
70,25,74,0.30000000000000004,20,80,11,1202.0,12.706390142440796
50,27,60,0.4,10,80,7,18252.0,12.731174945831299
50,30,75,0.4,10,85,13,833.0,12.605944156646729
45,29,62,0.4,20,90,19,26437.0,12.280806303024292
45,34,72,0.2,10,80,15,3502.0,11.942700147628784
70,30,67,0.6000000000000001,10,85,14,3148.0,11.846715211868286
35,31,67,0.6000000000000001,10,90,13,21946.0,11.58617901802063
55,27,65,0.4,10,75,13,10608.0,11.409195899963379
65,28,65,0.5,15,90,7,12975.0,11.58153223991394
40,26,65,0.4,20,85,9,20228.0,11.583398342132568
50,26,64,0.5,15,75,10,12740.0,11.53387188911438
35,26,71,0.2,20,75,12,6769.0,11.456904888153076
55,39,66,0.2,10,80,12,13722.0,11.912638902664185
60,37,65,0.4,10,75,11,19997.0,11.995542049407959
70,30,70,0.5,20,90,13,-50.0,11.975679159164429
65,26,73,0.4,20,75,3,6387.0,12.222902059555054
55,35,65,0.1,15,85,9,22780.0,12.497023105621338
35,28,71,0.1,15,80,8,10685.0,12.354160070419312
70,40,74,0.6000000000000001,15,75,8,-7364.0,12.428277254104614
60,33,66,0.30000000000000004,10,90,14,19914.0,12.264479160308838
30,26,75,0.30000000000000004,20,75,11,7279.0,12.315608024597168
40,29,73,0.6000000000000001,10,90,18,-1158.0,12.139790058135986
65,39,69,0.4,15,75,18,1556.0,12.110842943191528
70,40,73,0.4,15,85,18,-6670.0,12.309237957000732
30,34,60,0.1,10,80,10,-7850.0,12.201791048049927
55,30,61,0.4,20,90,3,30642.0,12.165740728378296
30,39,73,0.6000000000000001,15,85,10,-3885.0,12.192624807357788
65,36,74,0.6000000000000001,15,80,18,-1369.0,12.343563079833984
55,25,74,0.2,10,80,10,6697.0,12.097080707550049
30,25,62,0.1,10,75,5,17656.0,12.672501802444458
50,36,64,0.1,10,85,19,22668.0,12.792816162109375
40,30,70,0.6000000000000001,10,85,19,11075.0,12.570702075958252
60,27,66,0.2,10,85,12,14194.0,12.564954042434692
65,29,71,0.5,15,75,10,8076.0,12.34079098701477
65,34,75,0.4,15,75,6,-1886.0,12.279902935028076
50,27,73,0.6000000000000001,20,80,13,-6120.0,12.471985816955566
70,28,62,0.5,15,90,13,13375.0,12.279319047927856
45,38,73,0.4,20,80,15,24.0,12.285965204238892
65,30,62,0.4,10,75,16,17172.0,12.043373823165894
30,40,71,0.2,15,90,10,-14380.0,12.183318138122559
70,27,63,0.1,10,75,8,11003.0,12.342746019363403
30,28,64,0.6000000000000001,20,85,9,15168.0,12.305381059646606
45,38,71,0.2,20,90,18,795.0,12.786080121994019
55,39,71,0.1,15,80,14,2211.0,12.816493034362793
55,25,70,0.5,15,75,18,6577.0,12.916770935058594
55,31,60,0.4,20,90,5,36246.0,12.884678840637207
30,29,63,0.5,20,90,9,10852.0,13.018852949142456
65,30,61,0.6000000000000001,20,80,11,17839.0,13.445783853530884
65,25,60,0.4,10,75,19,10222.0,13.311594724655151
50,25,64,0.2,10,85,15,13241.0,13.040394067764282
60,36,67,0.1,20,85,11,14452.0,12.805231809616089
60,34,74,0.6000000000000001,15,85,8,897.0,11.812671184539795
60,31,66,0.1,10,90,15,10908.0,11.780211925506592
60,38,71,0.4,20,85,2,127.0,11.871225118637085
30,32,75,0.1,20,90,19,1829.0,11.712936878204346
35,38,75,0.1,20,90,17,-5775.0,11.45249605178833
65,35,61,0.6000000000000001,20,90,10,35245.0,10.965666055679321
60,35,64,0.4,10,80,17,28984.0,9.673810958862305
55,28,71,0.2,15,90,11,-108.0,9.42232871055603
60,30,63,0.5,20,80,9,22230.0,9.594460010528564
